[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2021-11-17 12:31:01.743289 I | etcdmain: etcd Version: 3.4.13
2021-11-17 13:09:17.211849 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:09:27.179307 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:09:37.179702 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:09:47.182073 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:09:57.147067 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:07.147661 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:17.148401 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:27.134744 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:28.284774 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (102.3421ms) to execute
2021-11-17 13:10:31.319456 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims/\" range_end:\"/registry/persistentvolumeclaims0\" count_only:true " with result "range_response_count:0 size:6" took too long (219.956ms) to execute
2021-11-17 13:10:32.759658 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (364.0556ms) to execute
2021-11-17 13:10:32.762334 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:421" took too long (276.0364ms) to execute
2021-11-17 13:10:37.111606 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:47.111521 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:10:57.076764 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:07.077642 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:17.078817 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:27.116769 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:37.069495 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:47.043869 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:11:57.008998 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:07.008735 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:17.008677 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:26.977244 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:36.974786 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:46.975366 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:12:56.942964 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:06.941297 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:16.942241 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:26.908557 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:36.909671 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:46.906713 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:13:52.842079 I | mvcc: store.index: compact 21202
2021-11-17 13:13:52.845692 I | mvcc: finished scheduled compaction at 21202 (took 2.5994ms)
2021-11-17 13:13:56.875557 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:06.872791 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:16.873807 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:26.894549 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:36.839665 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:46.840883 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:14:56.805006 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:06.809798 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:16.804701 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:26.772876 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:36.773477 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:46.772655 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:15:56.739978 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:06.739015 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:16.750006 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:26.705252 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:36.703930 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:46.706255 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:16:56.670360 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:06.671040 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:16.673820 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:26.634841 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:36.636062 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:46.636986 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:17:56.601649 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:06.602852 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:16.601695 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:26.569059 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:36.569456 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:46.570715 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:18:48.835237 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy/\" range_end:\"/registry/podsecuritypolicy0\" count_only:true " with result "range_response_count:0 size:6" took too long (112.8606ms) to execute
2021-11-17 13:18:52.523544 I | mvcc: store.index: compact 21567
2021-11-17 13:18:52.526601 I | mvcc: finished scheduled compaction at 21567 (took 1.4156ms)
2021-11-17 13:18:56.532766 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:06.534592 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:16.533220 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:26.500526 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:36.499276 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:46.500667 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:19:56.466531 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:06.467312 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:16.466542 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:26.429552 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:36.429989 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:46.432192 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:20:56.399120 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:06.400407 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:16.399513 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:26.365492 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:36.384735 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:46.363534 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:21:56.334428 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:06.331221 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:16.332865 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:26.298378 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:36.298543 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:46.296892 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:22:56.265255 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:06.266023 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:16.264057 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:26.228720 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:36.228798 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:46.230087 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:23:52.199762 I | mvcc: store.index: compact 21929
2021-11-17 13:23:52.204253 I | mvcc: finished scheduled compaction at 21929 (took 633.6µs)
2021-11-17 13:23:56.196578 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:06.195916 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:16.193810 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:26.162221 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:36.160321 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:46.165561 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:24:56.127315 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:06.127459 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:16.126762 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:26.096685 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:36.092983 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:46.094811 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:25:56.058437 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:06.059917 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:16.060552 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:26.027474 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:36.024710 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:46.027106 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:26:55.993586 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:05.992455 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:15.991676 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:25.961869 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:35.963288 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:45.962493 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:27:55.922598 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:05.926841 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:15.923602 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:25.891178 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:35.889757 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:45.891551 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:28:51.870766 I | mvcc: store.index: compact 22301
2021-11-17 13:28:51.879204 I | mvcc: finished scheduled compaction at 22301 (took 5.3687ms)
2021-11-17 13:28:55.856825 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:05.857872 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:15.856478 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:25.823306 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:35.824765 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:45.824148 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:29:55.787945 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:05.789389 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:15.787395 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:25.754568 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:35.754315 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:45.754857 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:30:55.721147 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:05.722381 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:15.720654 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:25.687720 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:35.688804 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:45.688708 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:31:55.655129 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:05.653135 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:15.652270 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:25.619424 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:35.618833 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:45.619106 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:32:55.584592 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:05.583851 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:15.585474 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:25.552227 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:35.552493 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:45.551604 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:33:51.543176 I | mvcc: store.index: compact 22667
2021-11-17 13:33:51.548187 I | mvcc: finished scheduled compaction at 22667 (took 4.6578ms)
2021-11-17 13:33:55.518215 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:05.515607 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:15.517436 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:25.484270 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:35.484819 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:45.484916 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:34:55.450999 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:05.451507 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:15.448101 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:25.414863 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:35.416756 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:45.415127 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:35:55.381862 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:05.382464 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:15.381114 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:25.348281 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:35.348842 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:45.348996 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:36:55.313920 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:05.314423 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:15.314071 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:25.350296 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:35.663611 W | etcdserver: read-only range request "key:\"/registry/leases/\" range_end:\"/registry/leases0\" count_only:true " with result "range_response_count:0 size:8" took too long (637.1363ms) to execute
2021-11-17 13:37:35.804071 W | etcdserver: request "header:<ID:8247917403578693173 > lease_revoke:<id:72767d2de111f603>" with result "size:29" took too long (120.3048ms) to execute
2021-11-17 13:37:35.911263 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:45.279967 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:37:55.245186 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:38:05.250231 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:38:16.354331 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:38:16.480120 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy/\" range_end:\"/registry/podsecuritypolicy0\" count_only:true " with result "range_response_count:0 size:6" took too long (121.8782ms) to execute
2021-11-17 13:38:16.481976 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (115.3576ms) to execute
2021-11-17 13:38:16.483683 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" " with result "range_response_count:1 size:602" took too long (116.0085ms) to execute
2021-11-17 13:38:16.484852 W | etcdserver: read-only range request "key:\"/registry/flowschemas/exempt\" " with result "range_response_count:1 size:880" took too long (127.1327ms) to execute
2021-11-17 13:38:16.735387 W | etcdserver: read-only range request "key:\"/registry/prioritylevelconfigurations/catch-all\" " with result "range_response_count:1 size:485" took too long (166.4928ms) to execute
2021-11-17 13:44:43.194863 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:44:51.602564 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (161.064ms) to execute
2021-11-17 13:44:51.604344 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (162.8479ms) to execute
2021-11-17 13:44:53.194861 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 13:45:03.196242 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 15:45:05.818517 I | mvcc: store.index: compact 23044
2021-11-17 15:45:05.823777 I | mvcc: finished scheduled compaction at 23044 (took 3.9679ms)
2021-11-17 15:45:09.777083 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 15:45:19.396972 W | etcdserver: request "header:<ID:8247917403578693736 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.65.4\" mod_revision:23400 > success:<request_put:<key:\"/registry/masterleases/192.168.65.4\" value_size:67 lease:8247917403578693734 >> failure:<request_range:<key:\"/registry/masterleases/192.168.65.4\" > >>" with result "size:18" took too long (190.6187ms) to execute
2021-11-17 15:45:19.640702 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (111.2377ms) to execute
2021-11-17 15:45:19.648409 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:480" took too long (128.8718ms) to execute
2021-11-17 15:45:19.649370 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/docker.io-hostpath\" " with result "range_response_count:1 size:602" took too long (129.9679ms) to execute
2021-11-17 15:45:19.649899 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (128.3789ms) to execute
2021-11-17 15:45:20.796963 W | wal: sync duration of 1.0467003s, expected less than 1s
2021-11-17 15:45:20.797638 W | etcdserver: read-only range request "key:\"/registry/pods/\" range_end:\"/registry/pods0\" count_only:true " with result "range_response_count:0 size:8" took too long (271.738ms) to execute
2021-11-17 15:45:21.423773 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 15:45:29.784047 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:44:22.008974 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:44:32.008832 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:44:42.009170 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:44:51.995366 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:45:01.970659 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:45:11.969231 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:45:21.939960 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:45:31.943870 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 21:45:41.943792 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:54:30.648468 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:54:40.646463 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:54:50.646201 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:54:59.927983 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:55:07.697237 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (114.8741ms) to execute
2021-11-17 22:55:07.698869 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (119.7698ms) to execute
2021-11-17 22:55:09.303511 W | etcdserver: request "header:<ID:8247917403578694739 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/masterleases/192.168.65.4\" mod_revision:23580 > success:<request_put:<key:\"/registry/masterleases/192.168.65.4\" value_size:67 lease:8247917403578694736 >> failure:<request_range:<key:\"/registry/masterleases/192.168.65.4\" > >>" with result "size:18" took too long (107.5405ms) to execute
2021-11-17 22:55:09.932286 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:55:19.928499 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:56:47.173087 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:56:53.466611 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/\" range_end:\"/registry/poddisruptionbudgets0\" count_only:true " with result "range_response_count:0 size:6" took too long (315.2885ms) to execute
2021-11-17 22:56:54.824024 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (133.7587ms) to execute
2021-11-17 22:56:57.176391 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:56:58.892400 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (133.1722ms) to execute
2021-11-17 22:56:59.270535 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (605.5332ms) to execute
2021-11-17 22:56:59.280467 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:421" took too long (702.8357ms) to execute
2021-11-17 22:57:00.733141 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:136" took too long (926.8053ms) to execute
2021-11-17 22:57:00.737235 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:488" took too long (304.1305ms) to execute
2021-11-17 22:57:00.739012 W | etcdserver: read-only range request "key:\"/registry/leases/kube-node-lease/docker-desktop\" " with result "range_response_count:1 size:621" took too long (511.3935ms) to execute
2021-11-17 22:57:00.920533 W | etcdserver: request "header:<ID:8247917403578694942 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/docker-desktop\" mod_revision:23616 > success:<request_put:<key:\"/registry/leases/kube-node-lease/docker-desktop\" value_size:549 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/docker-desktop\" > >>" with result "size:18" took too long (105.8171ms) to execute
2021-11-17 22:57:00.922118 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:480" took too long (153.1322ms) to execute
2021-11-17 22:57:00.923593 W | etcdserver: read-only range request "key:\"/registry/ingressclasses/\" range_end:\"/registry/ingressclasses0\" count_only:true " with result "range_response_count:0 size:6" took too long (106.5842ms) to execute
2021-11-17 22:57:00.924130 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/coredns\" " with result "range_response_count:1 size:218" took too long (106.7327ms) to execute
2021-11-17 22:57:01.105885 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/coredns-558bd4d5db-56bwr\" " with result "range_response_count:1 size:4676" took too long (122.5296ms) to execute
2021-11-17 22:57:02.680482 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations/\" range_end:\"/registry/validatingwebhookconfigurations0\" count_only:true " with result "range_response_count:0 size:6" took too long (110.0975ms) to execute
2021-11-17 22:57:03.221120 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (130.9004ms) to execute
2021-11-17 22:57:05.577176 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/kube-root-ca.crt\" " with result "range_response_count:1 size:1370" took too long (357.62ms) to execute
2021-11-17 22:57:07.236201 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:57:07.597495 W | etcdserver: read-only range request "key:\"/registry/flowschemas/exempt\" " with result "range_response_count:1 size:880" took too long (257.665ms) to execute
2021-11-17 22:57:08.206423 W | etcdserver: read-only range request "key:\"/registry/clusterroles/\" range_end:\"/registry/clusterroles0\" count_only:true " with result "range_response_count:0 size:8" took too long (292.0749ms) to execute
2021-11-17 22:57:09.371396 W | etcdserver: read-only range request "key:\"/registry/flowschemas/catch-all\" " with result "range_response_count:1 size:991" took too long (150.8821ms) to execute
2021-11-17 22:57:09.372619 W | etcdserver: read-only range request "key:\"/registry/masterleases/\" range_end:\"/registry/masterleases0\" " with result "range_response_count:1 size:136" took too long (150.8184ms) to execute
2021-11-17 22:57:14.218647 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-public\" " with result "range_response_count:1 size:352" took too long (315.5426ms) to execute
2021-11-17 22:57:15.509665 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests/\" range_end:\"/registry/certificatesigningrequests0\" count_only:true " with result "range_response_count:0 size:6" took too long (322.6891ms) to execute
2021-11-17 22:57:16.013993 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (158.7133ms) to execute
2021-11-17 22:57:17.172959 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2021-11-17 22:57:25.742481 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (104.2074ms) to execute
2021-11-17 22:57:27.211326 I | etcdserver/api/etcdhttp: /health OK (status code 200)
